# tpr, fnr, fpr
5.456169832592371732e-02,9.988274426284429186e-01,1.172557371557108284e-03
5.456169832592371732e-02,9.988035128861662004e-01,1.196487113833783963e-03
5.483822935057752757e-02,9.988035128861662004e-01,1.196487113833783963e-03
5.488077258513964635e-02,9.988035128861662004e-01,1.196487113833783963e-03
5.492331581970177207e-02,9.988035128861662004e-01,1.196487113833783963e-03
5.496585905426389779e-02,9.988035128861662004e-01,1.196487113833783963e-03
5.505094552338814229e-02,9.988035128861662004e-01,1.196487113833783963e-03
5.509348875795026801e-02,9.988035128861662004e-01,1.196487113833783963e-03
5.519984684435557537e-02,9.988035128861662004e-01,1.196487113833783963e-03
5.524239007891770109e-02,9.988035128861662004e-01,1.196487113833783963e-03
5.560400757269574890e-02,9.988035128861662004e-01,1.196487113833783963e-03
5.560400757269574890e-02,9.987795831438895933e-01,1.220416856110459643e-03
5.605071153559804814e-02,9.987795831438895933e-01,1.220416856110459643e-03
5.607198315287911100e-02,9.987556534016128751e-01,1.244346598387135322e-03
5.685903299227840213e-02,9.987556534016128751e-01,1.244346598387135322e-03
5.690157622684052785e-02,9.987556534016128751e-01,1.244346598387135322e-03
5.826295973282848845e-02,9.987556534016128751e-01,1.244346598387135322e-03
5.830550296739061417e-02,9.987556534016128751e-01,1.244346598387135322e-03
5.875220693029291341e-02,9.987556534016128751e-01,1.244346598387135322e-03
5.875220693029291341e-02,9.987317236593361569e-01,1.268276340663811001e-03
5.892237986854140241e-02,9.987317236593361569e-01,1.268276340663811001e-03
5.892237986854140241e-02,9.987077939170595497e-01,1.292206082940486681e-03
5.913509604135202408e-02,9.987077939170595497e-01,1.292206082940486681e-03
5.913509604135202408e-02,9.986838641747828316e-01,1.316135825217162360e-03
5.928399736231945716e-02,9.986838641747828316e-01,1.316135825217162360e-03
5.928399736231945716e-02,9.986599344325061134e-01,1.340065567493838039e-03
5.973070132522175640e-02,9.986599344325061134e-01,1.340065567493838039e-03
5.973070132522175640e-02,9.986360046902295062e-01,1.363995309770513718e-03
6.077301057199378798e-02,9.986360046902295062e-01,1.363995309770513718e-03
6.077301057199378798e-02,9.986120749479527881e-01,1.387925052047189398e-03
6.096445512752334678e-02,9.986120749479527881e-01,1.387925052047189398e-03
6.096445512752334678e-02,9.985881452056761809e-01,1.411854794323865077e-03
6.124098615217715008e-02,9.985881452056761809e-01,1.411854794323865077e-03
6.124098615217715008e-02,9.985642154633994627e-01,1.435784536600540756e-03
6.179404820148475669e-02,9.985642154633994627e-01,1.435784536600540756e-03
6.179404820148475669e-02,9.985402857211227445e-01,1.459714278877216435e-03
6.183659143604688241e-02,9.985402857211227445e-01,1.459714278877216435e-03
6.183659143604688241e-02,9.985163559788461374e-01,1.483644021153892115e-03
6.200676437429537835e-02,9.985163559788461374e-01,1.483644021153892115e-03
6.200676437429537835e-02,9.984924262365694192e-01,1.507573763430567794e-03
6.202803599157644121e-02,9.984924262365694192e-01,1.507573763430567794e-03
6.202803599157644121e-02,9.984684964942927010e-01,1.531503505707243473e-03
6.224075216438705593e-02,9.984684964942927010e-01,1.531503505707243473e-03
6.228329539894918165e-02,9.984684964942927010e-01,1.531503505707243473e-03
6.232583863351130737e-02,9.984684964942927010e-01,1.531503505707243473e-03
6.232583863351130737e-02,9.984445667520160939e-01,1.555433247983919152e-03
6.292144391738103970e-02,9.984445667520160939e-01,1.555433247983919152e-03
6.292144391738103970e-02,9.984206370097393757e-01,1.579362990260594832e-03
6.304907362106740298e-02,9.984206370097393757e-01,1.579362990260594832e-03
6.304907362106740298e-02,9.983967072674627685e-01,1.603292732537270511e-03
6.404883963327731577e-02,9.983967072674627685e-01,1.603292732537270511e-03
6.404883963327731577e-02,9.983727775251860503e-01,1.627222474813946190e-03
6.466571653442811096e-02,9.983727775251860503e-01,1.627222474813946190e-03
6.466571653442811096e-02,9.983488477829093322e-01,1.651152217090621870e-03
6.547403799110845801e-02,9.983488477829093322e-01,1.651152217090621870e-03
6.547403799110845801e-02,9.983249180406327250e-01,1.675081959367297549e-03
6.551658122567058373e-02,9.983249180406327250e-01,1.675081959367297549e-03
6.551658122567058373e-02,9.983009882983560068e-01,1.699011701643973228e-03
6.647380400331837080e-02,9.983009882983560068e-01,1.699011701643973228e-03
6.651634723788049652e-02,9.983009882983560068e-01,1.699011701643973228e-03
6.734594031184190643e-02,9.983009882983560068e-01,1.699011701643973228e-03
6.734594031184190643e-02,9.982531288138026815e-01,1.746871186197324587e-03
6.826061985492756778e-02,9.982531288138026815e-01,1.746871186197324587e-03
6.826061985492756778e-02,9.982291990715259633e-01,1.770800928474000266e-03
6.847333602773818251e-02,9.982291990715259633e-01,1.770800928474000266e-03
6.847333602773818251e-02,9.982052693292493561e-01,1.794730670750675945e-03
6.881368190423517439e-02,9.982052693292493561e-01,1.794730670750675945e-03
6.885622513879730011e-02,9.982052693292493561e-01,1.794730670750675945e-03
6.909021292888897769e-02,9.982052693292493561e-01,1.794730670750675945e-03
6.909021292888897769e-02,9.981813395869726380e-01,1.818660413027351624e-03
6.911148454617004055e-02,9.981813395869726380e-01,1.818660413027351624e-03
6.911148454617004055e-02,9.981574098446959198e-01,1.842590155304027304e-03
6.930292910169960630e-02,9.981574098446959198e-01,1.842590155304027304e-03
6.930292910169960630e-02,9.981334801024193126e-01,1.866519897580702983e-03
6.938801557082384386e-02,9.981334801024193126e-01,1.866519897580702983e-03
6.943055880538596958e-02,9.981334801024193126e-01,1.866519897580702983e-03
7.013252217566101621e-02,9.981334801024193126e-01,1.866519897580702983e-03
7.013252217566101621e-02,9.981095503601425944e-01,1.890449639857378662e-03
7.051541128672013381e-02,9.981095503601425944e-01,1.890449639857378662e-03
7.051541128672013381e-02,9.980856206178659873e-01,1.914379382134054342e-03
7.138754759524366944e-02,9.980856206178659873e-01,1.914379382134054342e-03
7.138754759524366944e-02,9.980616908755892691e-01,1.938309124410730021e-03
7.160026376805428416e-02,9.980616908755892691e-01,1.938309124410730021e-03
7.164280700261640988e-02,9.980616908755892691e-01,1.938309124410730021e-03
7.183425155814596175e-02,9.980616908755892691e-01,1.938309124410730021e-03
7.183425155814596175e-02,9.980377611333125509e-01,1.962238866687405700e-03
7.187679479270808747e-02,9.980377611333125509e-01,1.962238866687405700e-03
7.191933802727021319e-02,9.980377611333125509e-01,1.962238866687405700e-03
7.400395652081427633e-02,9.980377611333125509e-01,1.962238866687405700e-03
7.400395652081427633e-02,9.980138313910359438e-01,1.986168608964081379e-03
7.404649975537640205e-02,9.980138313910359438e-01,1.986168608964081379e-03
7.404649975537640205e-02,9.979899016487592256e-01,2.010098351240757059e-03
7.462083342196507152e-02,9.979899016487592256e-01,2.010098351240757059e-03
7.462083342196507152e-02,9.979659719064826184e-01,2.034028093517432738e-03
7.483354959477568624e-02,9.979659719064826184e-01,2.034028093517432738e-03
7.483354959477568624e-02,9.979420421642059003e-01,2.057957835794108417e-03
7.515262385399161527e-02,9.979420421642059003e-01,2.057957835794108417e-03
7.515262385399161527e-02,9.979181124219291821e-01,2.081887578070784096e-03
7.666290868094700894e-02,9.979181124219291821e-01,2.081887578070784096e-03
7.670545191550913466e-02,9.979181124219291821e-01,2.081887578070784096e-03
7.744995852034630701e-02,9.979181124219291821e-01,2.081887578070784096e-03
7.744995852034630701e-02,9.978941826796525749e-01,2.105817320347459776e-03
7.872625555721000923e-02,9.978941826796525749e-01,2.105817320347459776e-03
7.872625555721000923e-02,9.978702529373758567e-01,2.129747062624135455e-03
7.957712024845249588e-02,9.978702529373758567e-01,2.129747062624135455e-03
7.957712024845249588e-02,9.978463231950991386e-01,2.153676804900811134e-03
7.968347833485779630e-02,9.978463231950991386e-01,2.153676804900811134e-03
7.972602156941992202e-02,9.978463231950991386e-01,2.153676804900811134e-03
8.019399714960329106e-02,9.978463231950991386e-01,2.153676804900811134e-03
8.019399714960329106e-02,9.978223934528225314e-01,2.177606547177486813e-03
8.034289847057071721e-02,9.978223934528225314e-01,2.177606547177486813e-03
8.034289847057071721e-02,9.977984637105458132e-01,2.201536289454162493e-03
8.061942949522452051e-02,9.977984637105458132e-01,2.201536289454162493e-03
8.061942949522452051e-02,9.977745339682692061e-01,2.225466031730838172e-03
8.136393610006169286e-02,9.977745339682692061e-01,2.225466031730838172e-03
8.136393610006169286e-02,9.977506042259924879e-01,2.249395774007513851e-03
8.164046712471549616e-02,9.977506042259924879e-01,2.249395774007513851e-03
8.164046712471549616e-02,9.977266744837157697e-01,2.273325516284189531e-03
8.242751696411478035e-02,9.977266744837157697e-01,2.273325516284189531e-03
8.242751696411478035e-02,9.977027447414391625e-01,2.297255258560865210e-03
8.264023313692539507e-02,9.977027447414391625e-01,2.297255258560865210e-03
8.264023313692539507e-02,9.976788149991624444e-01,2.321185000837540889e-03
8.304439386526557554e-02,9.976788149991624444e-01,2.321185000837540889e-03
8.308693709982770126e-02,9.976788149991624444e-01,2.321185000837540889e-03
8.310820871710876412e-02,9.976788149991624444e-01,2.321185000837540889e-03
8.310820871710876412e-02,9.976548852568858372e-01,2.345114743114216568e-03
8.312948033438982698e-02,9.976548852568858372e-01,2.345114743114216568e-03
8.317202356895195270e-02,9.976548852568858372e-01,2.345114743114216568e-03
8.366127076641637073e-02,9.976548852568858372e-01,2.345114743114216568e-03
8.366127076641637073e-02,9.976309555146091190e-01,2.369044485390892248e-03
8.374635723554062217e-02,9.976309555146091190e-01,2.369044485390892248e-03
8.374635723554062217e-02,9.976070257723324008e-01,2.392974227667567927e-03
8.442704898853459206e-02,9.976070257723324008e-01,2.392974227667567927e-03
8.442704898853459206e-02,9.975830960300557937e-01,2.416903969944243606e-03
8.466103677862628352e-02,9.975830960300557937e-01,2.416903969944243606e-03
8.466103677862628352e-02,9.975591662877790755e-01,2.440833712220919285e-03
8.470358001318840924e-02,9.975591662877790755e-01,2.440833712220919285e-03
8.470358001318840924e-02,9.975352365455023573e-01,2.464763454497594965e-03
8.570334602539830815e-02,9.975352365455023573e-01,2.464763454497594965e-03
8.570334602539830815e-02,9.975113068032257502e-01,2.488693196774270644e-03
8.604369190189530003e-02,9.975113068032257502e-01,2.488693196774270644e-03
8.608623513645742575e-02,9.975113068032257502e-01,2.488693196774270644e-03
8.629895130926804048e-02,9.975113068032257502e-01,2.488693196774270644e-03
8.629895130926804048e-02,9.974873770609490320e-01,2.512622939050946323e-03
8.655421071664078092e-02,9.974873770609490320e-01,2.512622939050946323e-03
8.655421071664078092e-02,9.974634473186724248e-01,2.536552681327622003e-03
8.663929718576503236e-02,9.974634473186724248e-01,2.536552681327622003e-03
8.663929718576503236e-02,9.974395175763957067e-01,2.560482423604297682e-03
8.723490246963476469e-02,9.974395175763957067e-01,2.560482423604297682e-03
8.723490246963476469e-02,9.974155878341189885e-01,2.584412165880973361e-03
8.738380379060220471e-02,9.974155878341189885e-01,2.584412165880973361e-03
8.738380379060220471e-02,9.973916580918423813e-01,2.608341908157649040e-03
8.793686583990981132e-02,9.973916580918423813e-01,2.608341908157649040e-03
8.793686583990981132e-02,9.973677283495656631e-01,2.632271650434324720e-03
8.795813745719087418e-02,9.973677283495656631e-01,2.632271650434324720e-03
8.795813745719087418e-02,9.973437986072889450e-01,2.656201392711000399e-03
8.851119950649848078e-02,9.973437986072889450e-01,2.656201392711000399e-03
8.851119950649848078e-02,9.973198688650123378e-01,2.680131134987676078e-03
8.857501435834166936e-02,9.973198688650123378e-01,2.680131134987676078e-03
8.857501435834166936e-02,9.972959391227356196e-01,2.704060877264351757e-03
8.863882921018484407e-02,9.972959391227356196e-01,2.704060877264351757e-03
8.863882921018484407e-02,9.972720093804590125e-01,2.727990619541027437e-03
8.872391567930909551e-02,9.972720093804590125e-01,2.727990619541027437e-03
8.872391567930909551e-02,9.972480796381822943e-01,2.751920361817703116e-03
9.014911403714023774e-02,9.972480796381822943e-01,2.751920361817703116e-03
9.014911403714023774e-02,9.972241498959055761e-01,2.775850104094378795e-03
9.044691667907510391e-02,9.972241498959055761e-01,2.775850104094378795e-03
9.044691667907510391e-02,9.972002201536289689e-01,2.799779846371054474e-03
9.136159622216076526e-02,9.972002201536289689e-01,2.799779846371054474e-03
9.136159622216076526e-02,9.971762904113522508e-01,2.823709588647730154e-03
9.140413945672289098e-02,9.971762904113522508e-01,2.823709588647730154e-03
9.140413945672289098e-02,9.971523606690756436e-01,2.847639330924405833e-03
9.199974474059262330e-02,9.971523606690756436e-01,2.847639330924405833e-03
9.199974474059262330e-02,9.971284309267989254e-01,2.871569073201081512e-03
9.372274574035864558e-02,9.971284309267989254e-01,2.871569073201081512e-03
9.376528897492075743e-02,9.971284309267989254e-01,2.871569073201081512e-03
9.397800514773138603e-02,9.971284309267989254e-01,2.871569073201081512e-03
9.402054838229351175e-02,9.971284309267989254e-01,2.871569073201081512e-03
9.433962264150944077e-02,9.971284309267989254e-01,2.871569073201081512e-03
9.433962264150944077e-02,9.970566416999688819e-01,2.943358300031108550e-03
9.465869690072535592e-02,9.970566416999688819e-01,2.943358300031108550e-03
9.470124013528748164e-02,9.970566416999688819e-01,2.943358300031108550e-03
9.555210482652995441e-02,9.970566416999688819e-01,2.943358300031108550e-03
9.555210482652995441e-02,9.970327119576921637e-01,2.967288042307784229e-03
9.589245070302694629e-02,9.970327119576921637e-01,2.967288042307784229e-03
9.589245070302694629e-02,9.970087822154155566e-01,2.991217784584459909e-03
9.606262364127544917e-02,9.970087822154155566e-01,2.991217784584459909e-03
9.610516687583757489e-02,9.970087822154155566e-01,2.991217784584459909e-03
9.708366127076641094e-02,9.970087822154155566e-01,2.991217784584459909e-03
9.708366127076641094e-02,9.969848524731388384e-01,3.015147526861135588e-03
9.761545170279296857e-02,9.969848524731388384e-01,3.015147526861135588e-03
9.761545170279296857e-02,9.969609227308622312e-01,3.039077269137811267e-03
9.772180978919826899e-02,9.969609227308622312e-01,3.039077269137811267e-03
9.772180978919826899e-02,9.968891335040321877e-01,3.110866495967838305e-03
9.863648933228393034e-02,9.968891335040321877e-01,3.110866495967838305e-03
9.863648933228393034e-02,9.968652037617554695e-01,3.134796238244513984e-03
9.867903256684605606e-02,9.968652037617554695e-01,3.134796238244513984e-03
9.872157580140818178e-02,9.968652037617554695e-01,3.134796238244513984e-03
9.901937844334304795e-02,9.968652037617554695e-01,3.134796238244513984e-03
9.901937844334304795e-02,9.968412740194788624e-01,3.158725980521189663e-03
9.918955138159153695e-02,9.968412740194788624e-01,3.158725980521189663e-03
9.918955138159153695e-02,9.968173442772021442e-01,3.182655722797865343e-03
9.927463785071578839e-02,9.968173442772021442e-01,3.182655722797865343e-03
9.927463785071578839e-02,9.967934145349254260e-01,3.206585465074541022e-03
1.001042309246771983e-01,9.967934145349254260e-01,3.206585465074541022e-03
1.001042309246771983e-01,9.967694847926488189e-01,3.230515207351216701e-03
1.009976388504817968e-01,9.967694847926488189e-01,3.230515207351216701e-03
1.009976388504817968e-01,9.967455550503721007e-01,3.254444949627892381e-03
1.022526642700644500e-01,9.967455550503721007e-01,3.254444949627892381e-03
1.022526642700644500e-01,9.967216253080953825e-01,3.278374691904568060e-03
1.027631830848099448e-01,9.967216253080953825e-01,3.278374691904568060e-03
1.027631830848099448e-01,9.966737658235420572e-01,3.326234176457919418e-03
1.028269979366531195e-01,9.966737658235420572e-01,3.326234176457919418e-03
1.028269979366531195e-01,9.966498360812654500e-01,3.350163918734595098e-03
1.033375167513986143e-01,9.966498360812654500e-01,3.350163918734595098e-03
1.033375167513986143e-01,9.966259063389887318e-01,3.374093661011270777e-03
1.037204058624577180e-01,9.966259063389887318e-01,3.374093661011270777e-03
1.037204058624577180e-01,9.966019765967120136e-01,3.398023403287946456e-03
1.038054923315819694e-01,9.966019765967120136e-01,3.398023403287946456e-03
1.038054923315819694e-01,9.965780468544354065e-01,3.421953145564622135e-03
1.039118504179872837e-01,9.965780468544354065e-01,3.421953145564622135e-03
1.039118504179872837e-01,9.965541171121586883e-01,3.445882887841297815e-03
1.039756652698304584e-01,9.965541171121586883e-01,3.445882887841297815e-03
1.040182085043925841e-01,9.965541171121586883e-01,3.445882887841297815e-03
1.040182085043925841e-01,9.965301873698820811e-01,3.469812630117973494e-03
1.041032949735168356e-01,9.965301873698820811e-01,3.469812630117973494e-03
1.041032949735168356e-01,9.965062576276053630e-01,3.493742372394649173e-03
1.048052583437918822e-01,9.965062576276053630e-01,3.493742372394649173e-03
1.048478015783540079e-01,9.965062576276053630e-01,3.493742372394649173e-03
1.049328880474782455e-01,9.965062576276053630e-01,3.493742372394649173e-03
1.049328880474782455e-01,9.964823278853286448e-01,3.517672114671324853e-03
1.050179745166024969e-01,9.964823278853286448e-01,3.517672114671324853e-03
1.050179745166024969e-01,9.964583981430520376e-01,3.541601856948000532e-03
1.050605177511646227e-01,9.964583981430520376e-01,3.541601856948000532e-03
1.050605177511646227e-01,9.964344684007753195e-01,3.565531599224676211e-03
1.051243326030078112e-01,9.964344684007753195e-01,3.565531599224676211e-03
1.052094190721320488e-01,9.964344684007753195e-01,3.565531599224676211e-03
1.057412095041586064e-01,9.964344684007753195e-01,3.565531599224676211e-03
1.057837527387207183e-01,9.964344684007753195e-01,3.565531599224676211e-03
1.057837527387207183e-01,9.964105386584986013e-01,3.589461341501351890e-03
1.069111484546170082e-01,9.964105386584986013e-01,3.589461341501351890e-03
1.069111484546170082e-01,9.963866089162219941e-01,3.613391083778027570e-03
1.082938035778860247e-01,9.963866089162219941e-01,3.613391083778027570e-03
1.082938035778860247e-01,9.963626791739452759e-01,3.637320826054703249e-03
1.083363468124481505e-01,9.963626791739452759e-01,3.637320826054703249e-03
1.083363468124481505e-01,9.963387494316686688e-01,3.661250568331378928e-03
1.090808534172853228e-01,9.963387494316686688e-01,3.661250568331378928e-03
1.091233966518474346e-01,9.963387494316686688e-01,3.661250568331378928e-03
1.093999276765012379e-01,9.963387494316686688e-01,3.661250568331378928e-03
1.093999276765012379e-01,9.963148196893919506e-01,3.685180310608054607e-03
