# tpr, fnr, fpr
4.232839122758503270e-01,9.484553351360406337e-01,5.154466486395941488e-02
4.232839122758503270e-01,9.484314053937639155e-01,5.156859460623609143e-02
4.233264555104124804e-01,9.484314053937639155e-01,5.156859460623609143e-02
4.233264555104124804e-01,9.484074756514871973e-01,5.159252434851276797e-02
4.233902703622556274e-01,9.484074756514871973e-01,5.159252434851276797e-02
4.233902703622556274e-01,9.483835459092105902e-01,5.161645409078944452e-02
4.235179000659420323e-01,9.483835459092105902e-01,5.161645409078944452e-02
4.235179000659420323e-01,9.483596161669338720e-01,5.164038383306612107e-02
4.237518878560336821e-01,9.483596161669338720e-01,5.164038383306612107e-02
4.237518878560336821e-01,9.483356864246572648e-01,5.166431357534279067e-02
4.239007891770011360e-01,9.483356864246572648e-01,5.166431357534279067e-02
4.239007891770011360e-01,9.482878269401038285e-01,5.171217305989614377e-02
4.239646040288443385e-01,9.482878269401038285e-01,5.171217305989614377e-02
4.239646040288443385e-01,9.482638971978272213e-01,5.173610280217282031e-02
4.242624066707791908e-01,9.482638971978272213e-01,5.173610280217282031e-02
4.242624066707791908e-01,9.482399674555505031e-01,5.176003254444949686e-02
4.243262215226223377e-01,9.482399674555505031e-01,5.176003254444949686e-02
4.243262215226223377e-01,9.482160377132737850e-01,5.178396228672617341e-02
4.244538512263087426e-01,9.482160377132737850e-01,5.178396228672617341e-02
4.244538512263087426e-01,9.481921079709971778e-01,5.180789202900284995e-02
4.244751228435897916e-01,9.481921079709971778e-01,5.180789202900284995e-02
4.244751228435897916e-01,9.481681782287204596e-01,5.183182177127952650e-02
4.245814809299950920e-01,9.481681782287204596e-01,5.183182177127952650e-02
4.245814809299950920e-01,9.481442484864438525e-01,5.185575151355619611e-02
4.246452957818382945e-01,9.481442484864438525e-01,5.185575151355619611e-02
4.246452957818382945e-01,9.481203187441671343e-01,5.187968125583287266e-02
4.246665673991193435e-01,9.481203187441671343e-01,5.187968125583287266e-02
4.246665673991193435e-01,9.480963890018904161e-01,5.190361099810954920e-02
4.250919997447406007e-01,9.480963890018904161e-01,5.190361099810954920e-02
4.250919997447406007e-01,9.480485295173370908e-01,5.195147048266290229e-02
4.252196294484269501e-01,9.480485295173370908e-01,5.195147048266290229e-02
4.252196294484269501e-01,9.480245997750603726e-01,5.197540022493957884e-02
4.253259875348322505e-01,9.480245997750603726e-01,5.197540022493957884e-02
4.253259875348322505e-01,9.479767402905070472e-01,5.202325970949293193e-02
4.255599753249239559e-01,9.479767402905070472e-01,5.202325970949293193e-02
4.255599753249239559e-01,9.479528105482304401e-01,5.204718945176960154e-02
4.256237901767671583e-01,9.479528105482304401e-01,5.204718945176960154e-02
4.256237901767671583e-01,9.479288808059537219e-01,5.207111919404627809e-02
4.257514198804535077e-01,9.479288808059537219e-01,5.207111919404627809e-02
4.257514198804535077e-01,9.478810213214003966e-01,5.211897867859963118e-02
4.258152347322967102e-01,9.478810213214003966e-01,5.211897867859963118e-02
4.258152347322967102e-01,9.478331618368469602e-01,5.216683816315298428e-02
4.260066792878262620e-01,9.478331618368469602e-01,5.216683816315298428e-02
4.260066792878262620e-01,9.478092320945703531e-01,5.219076790542966082e-02
4.260279509051073110e-01,9.478092320945703531e-01,5.219076790542966082e-02
4.260279509051073110e-01,9.477613726100170277e-01,5.223862738998300698e-02
4.260492225223883600e-01,9.477613726100170277e-01,5.223862738998300698e-02
4.260492225223883600e-01,9.477374428677403095e-01,5.226255713225968352e-02
4.261555806087936604e-01,9.477374428677403095e-01,5.226255713225968352e-02
4.261555806087936604e-01,9.477135131254635914e-01,5.228648687453636007e-02
4.261981238433558139e-01,9.477135131254635914e-01,5.228648687453636007e-02
4.261981238433558139e-01,9.476895833831869842e-01,5.231041661681303662e-02
4.262193954606368629e-01,9.476895833831869842e-01,5.231041661681303662e-02
4.262193954606368629e-01,9.476656536409102660e-01,5.233434635908971316e-02
4.263044819297611143e-01,9.476656536409102660e-01,5.233434635908971316e-02
4.263044819297611143e-01,9.476417238986336589e-01,5.235827610136638971e-02
4.263470251643232678e-01,9.476417238986336589e-01,5.235827610136638971e-02
4.263470251643232678e-01,9.476177941563569407e-01,5.238220584364306626e-02
4.265597413371338686e-01,9.476177941563569407e-01,5.238220584364306626e-02
4.265597413371338686e-01,9.475699346718036153e-01,5.243006532819641241e-02
4.266873710408202180e-01,9.475699346718036153e-01,5.243006532819641241e-02
4.266873710408202180e-01,9.475460049295268972e-01,5.245399507047308896e-02
4.267937291272255185e-01,9.475460049295268972e-01,5.245399507047308896e-02
4.267937291272255185e-01,9.475220751872501790e-01,5.247792481274976550e-02
4.268788155963497699e-01,9.475220751872501790e-01,5.247792481274976550e-02
4.268788155963497699e-01,9.474981454449735718e-01,5.250185455502644205e-02
4.269426304481929724e-01,9.474981454449735718e-01,5.250185455502644205e-02
4.269426304481929724e-01,9.474742157026968536e-01,5.252578429730311860e-02
4.269851736827551258e-01,9.474742157026968536e-01,5.252578429730311860e-02
4.269851736827551258e-01,9.474502859604202465e-01,5.254971403957979514e-02
4.271128033864414753e-01,9.474502859604202465e-01,5.254971403957979514e-02
4.271128033864414753e-01,9.474263562181435283e-01,5.257364378185647169e-02
4.271340750037225242e-01,9.474263562181435283e-01,5.257364378185647169e-02
4.271340750037225242e-01,9.473784967335902030e-01,5.262150326640981784e-02
4.271766182382846777e-01,9.473784967335902030e-01,5.262150326640981784e-02
4.271766182382846777e-01,9.473306372490368776e-01,5.266936275096317094e-02
4.274106060283763275e-01,9.473306372490368776e-01,5.266936275096317094e-02
4.274106060283763275e-01,9.472109885376533978e-01,5.278901146234655367e-02
4.274531492629384810e-01,9.472109885376533978e-01,5.278901146234655367e-02
4.274531492629384810e-01,9.471870587953767906e-01,5.281294120462322328e-02
4.275169641147816280e-01,9.471870587953767906e-01,5.281294120462322328e-02
4.275169641147816280e-01,9.471631290531000724e-01,5.283687094689989983e-02
4.276020505839058794e-01,9.471631290531000724e-01,5.283687094689989983e-02
4.276020505839058794e-01,9.471152695685467471e-01,5.288473043145325292e-02
4.276658654357490819e-01,9.471152695685467471e-01,5.288473043145325292e-02
4.276658654357490819e-01,9.470913398262700289e-01,5.290866017372992947e-02
4.277296802875922843e-01,9.470913398262700289e-01,5.290866017372992947e-02
4.277296802875922843e-01,9.470674100839934217e-01,5.293258991600660601e-02
4.277722235221543823e-01,9.470674100839934217e-01,5.293258991600660601e-02
4.277722235221543823e-01,9.470434803417167036e-01,5.295651965828328256e-02
4.281338410159324370e-01,9.470434803417167036e-01,5.295651965828328256e-02
4.281338410159324370e-01,9.470195505994400964e-01,5.298044940055995911e-02
4.281976558677756395e-01,9.470195505994400964e-01,5.298044940055995911e-02
4.281976558677756395e-01,9.469956208571633782e-01,5.300437914283662871e-02
4.282189274850566885e-01,9.469956208571633782e-01,5.300437914283662871e-02
4.282189274850566885e-01,9.469477613726100529e-01,5.305223862738998181e-02
4.283040139541809399e-01,9.469477613726100529e-01,5.305223862738998181e-02
4.283465571887430379e-01,9.469477613726100529e-01,5.305223862738998181e-02
4.283465571887430379e-01,9.468759721457800094e-01,5.312402785422001145e-02
4.283678288060241424e-01,9.468759721457800094e-01,5.312402785422001145e-02
4.283678288060241424e-01,9.468520424035032912e-01,5.314795759649668799e-02
4.285167301269915408e-01,9.468520424035032912e-01,5.314795759649668799e-02
4.285167301269915408e-01,9.468281126612266840e-01,5.317188733877336454e-02
4.286018165961157922e-01,9.468281126612266840e-01,5.317188733877336454e-02
4.286018165961157922e-01,9.467802531766732477e-01,5.321974682332671069e-02
4.287294462998021971e-01,9.467802531766732477e-01,5.321974682332671069e-02
4.287294462998021971e-01,9.467323936921199223e-01,5.326760630788006379e-02
4.288783476207695955e-01,9.467323936921199223e-01,5.326760630788006379e-02
4.288783476207695955e-01,9.467084639498433152e-01,5.329153605015674033e-02
4.290910637935802519e-01,9.467084639498433152e-01,5.329153605015674033e-02
4.290910637935802519e-01,9.466845342075665970e-01,5.331546579243341688e-02
4.291123354108613008e-01,9.466845342075665970e-01,5.331546579243341688e-02
4.291548786454233988e-01,9.466845342075665970e-01,5.331546579243341688e-02
4.291548786454233988e-01,9.466606044652898788e-01,5.333939553471009343e-02
4.292186934972666013e-01,9.466606044652898788e-01,5.333939553471009343e-02
4.292186934972666013e-01,9.466366747230132717e-01,5.336332527698676997e-02
4.294952245219204046e-01,9.466366747230132717e-01,5.336332527698676997e-02
4.294952245219204046e-01,9.466127449807365535e-01,5.338725501926343958e-02
4.295164961392014535e-01,9.466127449807365535e-01,5.338725501926343958e-02
4.295164961392014535e-01,9.465888152384598353e-01,5.341118476154011613e-02
4.295803109910446560e-01,9.465888152384598353e-01,5.341118476154011613e-02
4.295803109910446560e-01,9.465648854961832281e-01,5.343511450381679267e-02
4.297079406947310054e-01,9.465648854961832281e-01,5.343511450381679267e-02
4.297079406947310054e-01,9.465409557539065100e-01,5.345904424609346922e-02
4.297717555465742079e-01,9.465409557539065100e-01,5.345904424609346922e-02
4.297717555465742079e-01,9.465170260116299028e-01,5.348297398837014577e-02
4.299206568675416618e-01,9.465170260116299028e-01,5.348297398837014577e-02
4.299206568675416618e-01,9.464930962693531846e-01,5.350690373064682231e-02
4.300057433366659132e-01,9.464930962693531846e-01,5.350690373064682231e-02
4.300057433366659132e-01,9.464691665270764664e-01,5.353083347292349886e-02
4.300270149539469622e-01,9.464691665270764664e-01,5.353083347292349886e-02
4.300270149539469622e-01,9.464213070425231411e-01,5.357869295747684502e-02
4.301333730403522626e-01,9.464213070425231411e-01,5.357869295747684502e-02
4.301333730403522626e-01,9.463973773002465339e-01,5.360262269975352156e-02
4.301759162749143606e-01,9.463973773002465339e-01,5.360262269975352156e-02
4.301759162749143606e-01,9.463734475579698158e-01,5.362655244203019811e-02
4.302397311267575630e-01,9.463734475579698158e-01,5.362655244203019811e-02
4.302397311267575630e-01,9.463495178156930976e-01,5.365048218430687466e-02
4.303248175958818145e-01,9.463495178156930976e-01,5.365048218430687466e-02
4.303248175958818145e-01,9.463255880734164904e-01,5.367441192658355120e-02
4.303460892131628635e-01,9.463255880734164904e-01,5.367441192658355120e-02
4.303460892131628635e-01,9.463016583311397723e-01,5.369834166886022775e-02
4.305375337686924153e-01,9.463016583311397723e-01,5.369834166886022775e-02
4.305375337686924153e-01,9.462777285888630541e-01,5.372227141113690430e-02
4.305800770032545688e-01,9.462777285888630541e-01,5.372227141113690430e-02
4.305800770032545688e-01,9.462537988465864469e-01,5.374620115341358084e-02
4.306438918550977157e-01,9.462537988465864469e-01,5.374620115341358084e-02
4.306438918550977157e-01,9.462298691043097287e-01,5.377013089569025045e-02
4.307077067069409182e-01,9.462298691043097287e-01,5.377013089569025045e-02
4.307077067069409182e-01,9.462059393620331216e-01,5.379406063796692700e-02
4.308140647933462186e-01,9.462059393620331216e-01,5.379406063796692700e-02
4.308140647933462186e-01,9.461580798774796852e-01,5.384192012252028009e-02
4.309842377315947215e-01,9.461580798774796852e-01,5.384192012252028009e-02
4.309842377315947215e-01,9.461102203929263599e-01,5.388977960707363318e-02
4.310055093488757705e-01,9.461102203929263599e-01,5.388977960707363318e-02
4.310055093488757705e-01,9.460384311660963164e-01,5.396156883390365588e-02
4.311331390525621754e-01,9.460384311660963164e-01,5.396156883390365588e-02
4.311331390525621754e-01,9.460145014238197092e-01,5.398549857618033243e-02
4.311969539044053779e-01,9.460145014238197092e-01,5.398549857618033243e-02
4.311969539044053779e-01,9.459905716815429910e-01,5.400942831845700898e-02
4.312607687562485248e-01,9.459905716815429910e-01,5.400942831845700898e-02
4.312607687562485248e-01,9.458948527124362293e-01,5.410514728756371516e-02
4.313671268426538252e-01,9.458948527124362293e-01,5.410514728756371516e-02
4.313671268426538252e-01,9.458709229701596222e-01,5.412907702984039171e-02
4.315372997809023281e-01,9.458709229701596222e-01,5.412907702984039171e-02
4.315372997809023281e-01,9.458469932278829040e-01,5.415300677211706132e-02
4.316649294845887330e-01,9.458469932278829040e-01,5.415300677211706132e-02
4.316649294845887330e-01,9.458230634856062968e-01,5.417693651439373786e-02
4.317074727191508310e-01,9.458230634856062968e-01,5.417693651439373786e-02
4.317074727191508310e-01,9.457991337433295786e-01,5.420086625667041441e-02
4.317712875709940334e-01,9.457991337433295786e-01,5.420086625667041441e-02
4.317712875709940334e-01,9.457752040010528605e-01,5.422479599894709096e-02
4.317925591882750824e-01,9.457752040010528605e-01,5.422479599894709096e-02
4.317925591882750824e-01,9.457512742587762533e-01,5.424872574122376750e-02
4.318351024228372359e-01,9.457512742587762533e-01,5.424872574122376750e-02
4.318351024228372359e-01,9.457273445164995351e-01,5.427265548350044405e-02
4.319627321265235853e-01,9.457273445164995351e-01,5.427265548350044405e-02
4.319627321265235853e-01,9.457034147742229280e-01,5.429658522577712060e-02
4.320052753610856833e-01,9.457034147742229280e-01,5.429658522577712060e-02
4.320052753610856833e-01,9.456794850319462098e-01,5.432051496805379714e-02
4.321116334474910392e-01,9.456794850319462098e-01,5.432051496805379714e-02
4.321116334474910392e-01,9.456316255473928845e-01,5.436837445260714330e-02
4.321541766820531372e-01,9.456316255473928845e-01,5.436837445260714330e-02
4.321541766820531372e-01,9.456076958051161663e-01,5.439230419488381985e-02
4.323881644721448425e-01,9.456076958051161663e-01,5.439230419488381985e-02
4.323881644721448425e-01,9.455837660628394481e-01,5.441623393716049639e-02
4.324094360894258915e-01,9.455837660628394481e-01,5.441623393716049639e-02
4.324094360894258915e-01,9.455598363205628409e-01,5.444016367943717294e-02
4.325157941758311919e-01,9.455598363205628409e-01,5.444016367943717294e-02
4.325157941758311919e-01,9.455359065782861228e-01,5.446409342171384949e-02
4.325583374103932899e-01,9.455359065782861228e-01,5.446409342171384949e-02
4.329199549041713446e-01,9.455359065782861228e-01,5.446409342171384949e-02
4.329199549041713446e-01,9.455119768360095156e-01,5.448802316399052603e-02
4.329412265214524491e-01,9.455119768360095156e-01,5.448802316399052603e-02
4.329412265214524491e-01,9.454880470937327974e-01,5.451195290626720258e-02
4.330050413732955961e-01,9.454880470937327974e-01,5.451195290626720258e-02
4.330050413732955961e-01,9.454401876091794721e-01,5.455981239082054873e-02
4.330901278424198475e-01,9.454401876091794721e-01,5.455981239082054873e-02
4.330901278424198475e-01,9.454162578669027539e-01,5.458374213309722528e-02
4.331326710769820010e-01,9.454162578669027539e-01,5.458374213309722528e-02
4.331326710769820010e-01,9.453683983823494286e-01,5.463160161765057837e-02
4.335793750398843072e-01,9.453683983823494286e-01,5.463160161765057837e-02
4.335793750398843072e-01,9.453444686400727104e-01,5.465553135992725492e-02
4.337282763608517056e-01,9.453444686400727104e-01,5.465553135992725492e-02
4.337282763608517056e-01,9.453205388977961032e-01,5.467946110220393147e-02
4.338559060645381105e-01,9.453205388977961032e-01,5.467946110220393147e-02
4.338559060645381105e-01,9.452966091555193850e-01,5.470339084448060801e-02
4.338771776818191594e-01,9.452966091555193850e-01,5.470339084448060801e-02
4.338771776818191594e-01,9.452726794132426669e-01,5.472732058675727762e-02
4.340898938546297603e-01,9.452726794132426669e-01,5.472732058675727762e-02
4.340898938546297603e-01,9.452487496709660597e-01,5.475125032903395417e-02
4.342600667928782632e-01,9.452487496709660597e-01,5.475125032903395417e-02
4.342600667928782632e-01,9.452248199286893415e-01,5.477518007131063071e-02
4.343238816447214656e-01,9.452248199286893415e-01,5.477518007131063071e-02
4.343238816447214656e-01,9.452008901864127344e-01,5.479910981358730726e-02
4.345365978175320665e-01,9.452008901864127344e-01,5.479910981358730726e-02
4.345365978175320665e-01,9.451769604441360162e-01,5.482303955586398381e-02
4.349833017804343727e-01,9.451769604441360162e-01,5.482303955586398381e-02
4.349833017804343727e-01,9.451530307018592980e-01,5.484696929814066035e-02
4.350045733977154216e-01,9.451530307018592980e-01,5.484696929814066035e-02
4.350045733977154216e-01,9.451051712173059727e-01,5.489482878269401345e-02
4.352598328050881760e-01,9.451051712173059727e-01,5.489482878269401345e-02
4.352598328050881760e-01,9.450812414750293655e-01,5.491875852497068305e-02
4.353236476569313784e-01,9.450812414750293655e-01,5.491875852497068305e-02
4.353236476569313784e-01,9.450573117327526473e-01,5.494268826724735960e-02
4.353874625087745254e-01,9.450573117327526473e-01,5.494268826724735960e-02
4.353874625087745254e-01,9.450333819904759292e-01,5.496661800952403615e-02
4.354300057433366788e-01,9.450333819904759292e-01,5.496661800952403615e-02
4.354300057433366788e-01,9.450094522481993220e-01,5.499054775180071269e-02
4.354938205951798258e-01,9.450094522481993220e-01,5.499054775180071269e-02
4.354938205951798258e-01,9.449855225059226038e-01,5.501447749407738924e-02
4.355789070643040772e-01,9.449855225059226038e-01,5.501447749407738924e-02
4.355789070643040772e-01,9.449615927636458856e-01,5.503840723635406579e-02
4.356427219161472797e-01,9.449615927636458856e-01,5.503840723635406579e-02
4.356427219161472797e-01,9.449376630213692785e-01,5.506233697863074233e-02
4.356639935334283287e-01,9.449376630213692785e-01,5.506233697863074233e-02
4.356639935334283287e-01,9.449137332790925603e-01,5.508626672090741888e-02
4.356852651507094332e-01,9.449137332790925603e-01,5.508626672090741888e-02
4.356852651507094332e-01,9.448898035368159531e-01,5.511019646318408849e-02
4.357065367679904822e-01,9.448898035368159531e-01,5.511019646318408849e-02
4.357065367679904822e-01,9.448658737945392350e-01,5.513412620546076504e-02
4.359617961753632365e-01,9.448658737945392350e-01,5.513412620546076504e-02
4.359617961753632365e-01,9.448419440522625168e-01,5.515805594773744158e-02
4.359830677926442855e-01,9.448419440522625168e-01,5.515805594773744158e-02
4.359830677926442855e-01,9.447701548254325843e-01,5.522984517456747122e-02
4.360256110272063834e-01,9.447701548254325843e-01,5.522984517456747122e-02
4.360256110272063834e-01,9.446983655986025408e-01,5.530163440139749392e-02
4.360681542617685369e-01,9.446983655986025408e-01,5.530163440139749392e-02
4.360681542617685369e-01,9.446744358563258226e-01,5.532556414367417047e-02
4.361106974963306349e-01,9.446744358563258226e-01,5.532556414367417047e-02
4.361106974963306349e-01,9.446505061140491044e-01,5.534949388595084702e-02
4.361532407308927883e-01,9.446505061140491044e-01,5.534949388595084702e-02
4.361532407308927883e-01,9.446265763717724973e-01,5.537342362822752356e-02
4.361957839654548863e-01,9.446265763717724973e-01,5.537342362822752356e-02
4.361957839654548863e-01,9.446026466294957791e-01,5.539735337050420011e-02
4.362170555827359353e-01,9.446026466294957791e-01,5.539735337050420011e-02
4.362170555827359353e-01,9.445787168872191719e-01,5.542128311278087666e-02
4.362595988172980888e-01,9.445787168872191719e-01,5.542128311278087666e-02
4.362595988172980888e-01,9.445547871449424537e-01,5.544521285505755320e-02
4.363021420518601867e-01,9.445547871449424537e-01,5.544521285505755320e-02
4.363021420518601867e-01,9.445308574026657356e-01,5.546914259733422975e-02
4.364085001382654871e-01,9.445308574026657356e-01,5.546914259733422975e-02
4.364085001382654871e-01,9.445069276603891284e-01,5.549307233961089936e-02
4.364935866073897386e-01,9.445069276603891284e-01,5.549307233961089936e-02
4.364935866073897386e-01,9.444351384335590849e-01,5.556486156644092900e-02
4.365148582246708431e-01,9.444351384335590849e-01,5.556486156644092900e-02
4.365148582246708431e-01,9.444112086912823667e-01,5.558879130871760554e-02
4.366850311629192904e-01,9.444112086912823667e-01,5.558879130871760554e-02
4.366850311629192904e-01,9.443394194644523232e-01,5.566058053554763518e-02
4.367063027802003949e-01,9.443394194644523232e-01,5.566058053554763518e-02
4.367063027802003949e-01,9.443154897221757160e-01,5.568451027782430479e-02
4.368977473357299468e-01,9.443154897221757160e-01,5.568451027782430479e-02
4.368977473357299468e-01,9.442915599798989978e-01,5.570844002010098134e-02
4.370041054221352472e-01,9.442915599798989978e-01,5.570844002010098134e-02
4.370041054221352472e-01,9.442676302376223907e-01,5.573236976237765788e-02
4.370253770394162962e-01,9.442676302376223907e-01,5.573236976237765788e-02
4.370253770394162962e-01,9.442197707530689543e-01,5.578022924693101098e-02
4.372168215949458481e-01,9.442197707530689543e-01,5.578022924693101098e-02
4.372168215949458481e-01,9.441958410107923472e-01,5.580415898920768752e-02
4.372806364467890505e-01,9.441958410107923472e-01,5.580415898920768752e-02
4.372806364467890505e-01,9.441240517839623037e-01,5.587594821603771023e-02
4.373444512986322530e-01,9.441240517839623037e-01,5.587594821603771023e-02
4.373444512986322530e-01,9.441001220416855855e-01,5.589987795831438677e-02
4.373869945331943510e-01,9.441001220416855855e-01,5.589987795831438677e-02
4.373869945331943510e-01,9.440761922994089783e-01,5.592380770059106332e-02
4.374508093850375534e-01,9.440761922994089783e-01,5.592380770059106332e-02
4.374508093850375534e-01,9.440522625571322601e-01,5.594773744286773987e-02
4.374720810023186024e-01,9.440522625571322601e-01,5.594773744286773987e-02
4.374720810023186024e-01,9.440283328148555420e-01,5.597166718514441641e-02
4.375358958541618049e-01,9.440283328148555420e-01,5.597166718514441641e-02
4.375358958541618049e-01,9.439804733303022166e-01,5.601952666969776951e-02
4.376635255578481543e-01,9.439804733303022166e-01,5.601952666969776951e-02
4.376635255578481543e-01,9.439565435880254984e-01,5.604345641197444605e-02
4.379187849652209086e-01,9.439565435880254984e-01,5.604345641197444605e-02
4.379187849652209086e-01,9.439326138457488913e-01,5.606738615425111566e-02
4.380038714343451600e-01,9.439326138457488913e-01,5.606738615425111566e-02
4.380038714343451600e-01,9.439086841034721731e-01,5.609131589652779221e-02
4.380889579034694115e-01,9.439086841034721731e-01,5.609131589652779221e-02
4.380889579034694115e-01,9.438847543611955659e-01,5.611524563880446875e-02
4.381315011380315094e-01,9.438847543611955659e-01,5.611524563880446875e-02
4.381315011380315094e-01,9.438608246189188478e-01,5.613917538108114530e-02
4.382591308417179143e-01,9.438608246189188478e-01,5.613917538108114530e-02
4.382591308417179143e-01,9.438129651343655224e-01,5.618703486563449839e-02
4.382804024589989633e-01,9.438129651343655224e-01,5.618703486563449839e-02
4.382804024589989633e-01,9.437890353920888042e-01,5.621096460791117494e-02
4.383016740762800123e-01,9.437890353920888042e-01,5.621096460791117494e-02
4.383016740762800123e-01,9.437651056498121971e-01,5.623489435018785149e-02
4.383442173108421658e-01,9.437651056498121971e-01,5.623489435018785149e-02
4.383442173108421658e-01,9.437411759075354789e-01,5.625882409246452109e-02
4.383867605454042637e-01,9.437411759075354789e-01,5.625882409246452109e-02
4.383867605454042637e-01,9.437172461652587607e-01,5.628275383474119764e-02
4.384505753972474662e-01,9.437172461652587607e-01,5.628275383474119764e-02
4.384505753972474662e-01,9.436933164229821536e-01,5.630668357701787419e-02
4.384931186318095642e-01,9.436933164229821536e-01,5.630668357701787419e-02
4.384931186318095642e-01,9.436454569384287172e-01,5.635454306157122728e-02
4.388121928910255209e-01,9.436454569384287172e-01,5.635454306157122728e-02
4.388121928910255209e-01,9.436215271961521101e-01,5.637847280384790383e-02
4.388547361255876189e-01,9.436215271961521101e-01,5.637847280384790383e-02
4.388547361255876189e-01,9.435975974538753919e-01,5.640240254612458037e-02
4.390249090638361218e-01,9.435975974538753919e-01,5.640240254612458037e-02
4.390249090638361218e-01,9.435497379693220665e-01,5.645026203067792653e-02
4.392801684712088761e-01,9.435497379693220665e-01,5.645026203067792653e-02
4.392801684712088761e-01,9.435258082270453484e-01,5.647419177295460307e-02
4.394290697921762745e-01,9.435258082270453484e-01,5.647419177295460307e-02
4.394290697921762745e-01,9.435018784847687412e-01,5.649812151523127962e-02
4.395141562613005259e-01,9.435018784847687412e-01,5.649812151523127962e-02
4.395141562613005259e-01,9.434779487424920230e-01,5.652205125750795617e-02
4.395779711131437284e-01,9.434779487424920230e-01,5.652205125750795617e-02
4.395779711131437284e-01,9.434540190002154159e-01,5.654598099978463271e-02
4.395992427304247774e-01,9.434540190002154159e-01,5.654598099978463271e-02
4.395992427304247774e-01,9.434300892579386977e-01,5.656991074206130926e-02
4.397694156686732803e-01,9.434300892579386977e-01,5.656991074206130926e-02
4.397694156686732803e-01,9.434061595156619795e-01,5.659384048433798581e-02
4.398757737550785807e-01,9.434061595156619795e-01,5.659384048433798581e-02
4.398757737550785807e-01,9.433583000311086542e-01,5.664169996889133196e-02
4.401948480142945375e-01,9.433583000311086542e-01,5.664169996889133196e-02
4.401948480142945375e-01,9.433343702888319360e-01,5.666562971116800851e-02
4.402799344834187889e-01,9.433343702888319360e-01,5.666562971116800851e-02
4.402799344834187889e-01,9.433104405465553288e-01,5.668955945344468506e-02
4.404926506562293897e-01,9.433104405465553288e-01,5.668955945344468506e-02
4.404926506562293897e-01,9.432865108042786106e-01,5.671348919572136160e-02
4.405777371253536412e-01,9.432865108042786106e-01,5.671348919572136160e-02
4.405777371253536412e-01,9.432386513197252853e-01,5.676134868027471470e-02
4.407053668290399906e-01,9.432386513197252853e-01,5.676134868027471470e-02
4.407053668290399906e-01,9.432147215774485671e-01,5.678527842255139124e-02
4.408117249154453465e-01,9.432147215774485671e-01,5.678527842255139124e-02
4.408117249154453465e-01,9.431907918351719600e-01,5.680920816482806779e-02
4.410244410882559474e-01,9.431907918351719600e-01,5.680920816482806779e-02
4.410244410882559474e-01,9.431668620928952418e-01,5.683313790710473740e-02
4.412584288783475972e-01,9.431668620928952418e-01,5.683313790710473740e-02
4.412584288783475972e-01,9.431429323506186346e-01,5.685706764938141394e-02
4.414286018165961001e-01,9.431429323506186346e-01,5.685706764938141394e-02
4.414286018165961001e-01,9.430950728660651983e-01,5.690492713393476704e-02
4.414711450511582536e-01,9.430950728660651983e-01,5.690492713393476704e-02
4.414711450511582536e-01,9.430711431237885911e-01,5.692885687621144358e-02
4.414924166684393025e-01,9.430711431237885911e-01,5.692885687621144358e-02
4.414924166684393025e-01,9.430472133815118729e-01,5.695278661848812013e-02
4.415136882857203515e-01,9.430472133815118729e-01,5.695278661848812013e-02
4.415136882857203515e-01,9.430232836392351548e-01,5.697671636076479668e-02
4.416625896066878054e-01,9.430232836392351548e-01,5.697671636076479668e-02
4.416625896066878054e-01,9.429993538969585476e-01,5.700064610304147322e-02
4.416838612239688544e-01,9.429993538969585476e-01,5.700064610304147322e-02
4.416838612239688544e-01,9.429754241546818294e-01,5.702457584531814283e-02
4.417264044585310079e-01,9.429754241546818294e-01,5.702457584531814283e-02
4.417264044585310079e-01,9.429514944124052223e-01,5.704850558759481938e-02
4.418327625449363083e-01,9.429514944124052223e-01,5.704850558759481938e-02
4.418327625449363083e-01,9.429036349278517859e-01,5.709636507214817247e-02
4.418965773967794552e-01,9.429036349278517859e-01,5.709636507214817247e-02
4.418965773967794552e-01,9.428557754432984606e-01,5.714422455670152556e-02
4.419816638659037067e-01,9.428557754432984606e-01,5.714422455670152556e-02
4.419816638659037067e-01,9.428318457010218534e-01,5.716815429897820211e-02
4.421092935695901116e-01,9.428318457010218534e-01,5.716815429897820211e-02
4.421092935695901116e-01,9.427839862164684170e-01,5.721601378353154826e-02
4.421305651868711606e-01,9.427839862164684170e-01,5.721601378353154826e-02
4.421305651868711606e-01,9.427600564741918099e-01,5.723994352580822481e-02
4.421731084214332586e-01,9.427600564741918099e-01,5.723994352580822481e-02
4.421731084214332586e-01,9.427361267319150917e-01,5.726387326808490136e-02
4.423007381251196635e-01,9.427361267319150917e-01,5.726387326808490136e-02
4.423007381251196635e-01,9.427121969896383735e-01,5.728780301036157790e-02
4.423220097424007125e-01,9.427121969896383735e-01,5.728780301036157790e-02
4.423220097424007125e-01,9.426882672473617664e-01,5.731173275263825445e-02
4.423432813596817614e-01,9.426882672473617664e-01,5.731173275263825445e-02
4.423432813596817614e-01,9.426164780205317228e-01,5.738352197946828409e-02
4.423858245942439149e-01,9.426164780205317228e-01,5.738352197946828409e-02
4.423858245942439149e-01,9.425925482782550047e-01,5.740745172174495370e-02
4.429601582608325705e-01,9.425925482782550047e-01,5.740745172174495370e-02
4.429601582608325705e-01,9.425686185359783975e-01,5.743138146402163025e-02
4.430665163472378709e-01,9.425686185359783975e-01,5.743138146402163025e-02
